timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name
1219690800,Aug 25 2008 - 7:00pm,complete,N/A,Portsmouth,Manchester United,N/A,N/A,0.00,0.00,1.42,2.11,0,1,1,1,0,1,"","32",-1,-1,2,0,2,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Fratton Park (Portsmouth)
1220104800,Aug 30 2008 - 2:00pm,complete,N/A,West Ham United,Blackburn Rovers,N/A,N/A,3.00,3.00,1.53,0.84,4,1,5,3,2,1,"12,20,90,90","22",-1,-1,1,0,5,0,0,1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,4.00,100,100,100,50,50,100,100,50,100,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Boleyn Ground (London)
1220104800,Aug 30 2008 - 2:00pm,complete,N/A,Middlesbrough,Stoke City,N/A,N/A,3.00,0.00,1.26,0.53,2,1,3,1,1,0,"37,85","71",-1,-1,2,0,4,1,0,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.50,100,100,100,50,0,50,50,50,100,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Riverside Stadium (Middlesbrough)
1220104800,Aug 30 2008 - 2:00pm,complete,N/A,Hull City,Wigan Athletic,N/A,N/A,3.00,0.00,0.74,0.84,0,5,5,2,0,2,"","5,12,63,68,81",-1,-1,1,0,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.00,100,100,100,0,0,100,100,0,100,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,KCOM Stadium (Hull)
1220104800,Aug 30 2008 - 2:00pm,complete,N/A,Everton,Portsmouth,N/A,N/A,0.00,0.00,1.58,0.74,0,3,3,2,0,2,"","12,40,69",-1,-1,1,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,4.50,50,100,100,100,50,100,100,50,100,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Goodison Park (Liverpool)
1220104800,Aug 30 2008 - 2:00pm,complete,N/A,Bolton Wanderers,West Bromwich Albion,N/A,N/A,3.00,0.00,1.37,0.42,0,0,0,0,0,0,"","",-1,-1,2,0,2,0,2,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,2.50,50,50,50,50,0,50,100,0,50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,University of Bolton Stadium (Bolton)
1220113800,Aug 30 2008 - 4:30pm,complete,N/A,Arsenal,Newcastle United,N/A,N/A,3.00,1.00,2.00,0.63,3,0,3,2,2,0,"18,41,59","",-1,-1,2,0,2,0,0,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,1.50,50,50,0,0,0,50,100,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Emirates Stadium (London)
1220185800,Aug 31 2008 - 12:30pm,complete,N/A,Chelsea,Tottenham Hotspur,N/A,N/A,3.00,0.00,2.05,0.84,1,1,2,2,1,1,"28","44",-1,-1,3,0,0,0,2,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.50,50,100,100,50,0,50,50,50,100,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stamford Bridge (London)
1220191200,Aug 31 2008 - 2:00pm,complete,N/A,Sunderland,Manchester City,N/A,N/A,0.00,0.00,1.11,0.58,0,3,3,1,0,1,"","44,51,58",-1,-1,4,0,2,0,0,4,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.50,50,50,50,50,50,0,0,50,100,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadium of Light (Sunderland)
1220194800,Aug 31 2008 - 3:00pm,complete,N/A,Aston Villa,Liverpool,N/A,N/A,3.00,3.00,1.58,2.26,0,0,0,0,0,0,"","",-1,-1,0,0,2,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.50,50,50,50,50,50,0,0,50,100,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Villa Park (Birmingham)
1221306300,Sep 13 2008 - 11:45am,complete,N/A,Liverpool,Manchester United,N/A,N/A,3.00,3.00,2.26,2.11,2,1,3,2,1,1,"27,77","3",-1,-1,0,0,3,1,0,0,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,2.00,50,50,50,0,0,0,50,50,50,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Anfield (Liverpool)
1221314400,Sep 13 2008 - 2:00pm,complete,N/A,Wigan Athletic,Sunderland,N/A,N/A,0.00,3.00,1.53,0.79,1,1,2,1,0,1,"78","15",-1,-1,1,1,1,0,0,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,2.00,50,50,50,0,0,0,50,50,50,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DW Stadium (Wigan)
1221314400,Sep 13 2008 - 2:00pm,complete,N/A,West Bromwich Albion,West Ham United,N/A,N/A,0.00,0.00,1.26,1.16,3,2,5,4,2,2,"2,37,83","29,35",-1,-1,1,0,1,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.00,50,100,100,0,0,0,0,100,100,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,The Hawthorns (West Bromwich)
1221314400,Sep 13 2008 - 2:00pm,complete,N/A,Portsmouth,Middlesbrough,N/A,N/A,0.00,0.00,1.42,0.42,2,1,3,1,0,1,"59,86","23",-1,-1,2,0,1,0,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,2.00,50,50,50,0,0,0,50,50,50,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Fratton Park (Portsmouth)
1221314400,Sep 13 2008 - 2:00pm,complete,N/A,Newcastle United,Hull City,N/A,N/A,3.00,1.00,1.16,1.11,1,2,3,1,0,1,"81","34,55",-1,-1,0,1,2,0,0,1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,1.50,50,50,0,0,0,50,50,0,50,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,St. James' Park (Newcastle upon Tyne)
1221314400,Sep 13 2008 - 2:00pm,complete,N/A,Fulham,Bolton Wanderers,N/A,N/A,3.00,0.00,1.89,0.79,2,1,3,2,2,0,"14,40","82",-1,-1,1,0,1,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,50,0,50,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Craven Cottage (London)
1221314400,Sep 13 2008 - 2:00pm,complete,N/A,Blackburn Rovers,Arsenal,N/A,N/A,1.00,0.00,1.32,1.79,0,4,4,2,0,2,"","8,44,81,90",-1,-1,1,0,1,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,1.50,50,50,0,0,0,50,100,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Ewood Park (Blackburn- Lancashire)
1221323400,Sep 13 2008 - 4:30pm,complete,N/A,Manchester City,Chelsea,N/A,N/A,3.00,3.00,2.05,2.32,1,3,4,2,1,1,"15","18,53,70",-1,-1,0,0,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,2.00,0,50,50,0,0,0,50,50,50,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Etihad Stadium (Manchester)
1221395400,Sep 14 2008 - 12:30pm,complete,N/A,Stoke City,Everton,N/A,N/A,3.00,3.00,1.84,1.74,2,3,5,1,0,1,"54,64","41,51,77",-1,-1,2,0,1,0,0,2,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,4.00,100,100,100,50,50,0,50,100,100,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,bet365 Stadium (Stoke-on-Trent- Staffordshire)
1221505200,Sep 15 2008 - 7:00pm,complete,N/A,Tottenham Hotspur,Aston Villa,N/A,N/A,0.00,0.00,1.84,1.68,1,2,3,1,0,1,"87","5,54",-1,-1,1,0,4,0,0,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,4.00,100,100,100,50,50,0,50,100,100,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,White Hart Lane (London)
1221911100,Sep 20 2008 - 11:45am,complete,N/A,Sunderland,Middlesbrough,N/A,N/A,0.00,0.00,1.11,0.42,2,0,2,0,0,0,"81,90","",-1,-1,2,0,3,0,0,2,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,2.50,50,75,75,0,0,0,50,75,100,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stadium of Light (Sunderland)
1221919200,Sep 20 2008 - 2:00pm,complete,N/A,West Ham United,Newcastle United,N/A,N/A,3.00,0.50,1.53,0.63,3,1,4,2,2,0,"8,37,53","67",-1,-1,1,0,2,0,0,1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.25,75,100,75,25,25,100,100,25,75,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Boleyn Ground (London)
1221919200,Sep 20 2008 - 2:00pm,complete,N/A,Liverpool,Stoke City,N/A,N/A,3.00,0.00,2.26,0.53,0,0,0,0,0,0,"","",-1,-1,1,0,1,0,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.25,100,100,100,25,0,50,75,50,100,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Anfield (Liverpool)
1221919200,Sep 20 2008 - 2:00pm,complete,N/A,Blackburn Rovers,Fulham,N/A,N/A,0.50,0.00,1.32,0.89,1,0,1,0,0,0,"84","",-1,-1,2,0,0,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.00,75,100,75,25,0,100,100,25,75,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Ewood Park (Blackburn- Lancashire)
1221928200,Sep 20 2008 - 4:30pm,complete,N/A,Bolton Wanderers,Arsenal,N/A,N/A,2.00,1.50,1.37,1.79,1,3,4,3,1,2,"14","26,27,87",-1,-1,2,0,2,0,1,1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,2.25,25,50,50,50,0,50,75,25,50,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,University of Bolton Stadium (Bolton)
1221994800,Sep 21 2008 - 11:00am,complete,N/A,West Bromwich Albion,Aston Villa,N/A,N/A,1.50,1.50,1.26,1.68,1,2,3,3,1,2,"34","27,29",-1,-1,3,0,3,0,2,1,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,4.00,100,100,100,50,50,25,75,75,100,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,The Hawthorns (West Bromwich)
1222002000,Sep 21 2008 - 1:00pm,complete,N/A,Chelsea,Manchester United,N/A,N/A,2.00,1.50,2.05,2.11,1,1,2,1,0,1,"80","18",-1,-1,1,0,7,0,0,1,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,2.50,50,75,50,25,0,75,100,0,50,0.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Stamford Bridge (London)
1222005600,Sep 21 2008 - 2:00pm,complete,N/A,Tottenham Hotspur,Wigan Athletic,N/A,N/A,0.00,1.50,1.84,0.84,0,0,0,0,0,0,"","",-1,-1,2,0,2,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.50,75,100,100,25,25,50,75,75,100,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,White Hart Lane (London)
1222005600,Sep 21 2008 - 2:00pm,complete,N/A,Manchester City,Portsmouth,N/A,N/A,1.50,1.50,2.05,0.74,6,0,6,2,2,0,"13,20,57,68,78,83","",-1,-1,0,0,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.50,25,100,100,50,0,75,75,50,100,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Etihad Stadium (Manchester)
1222005600,Sep 21 2008 - 2:00pm,complete,N/A,Hull City,Everton,N/A,N/A,1.50,3.00,0.74,1.74,2,2,4,1,1,0,"18,50","73,78",-1,-1,0,0,1,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,4.00,75,100,100,50,50,50,75,75,100,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,KCOM Stadium (Hull)
1222515900,Sep 27 2008 - 11:45am,complete,N/A,Everton,Liverpool,N/A,N/A,0.00,2.00,1.58,2.26,0,2,2,0,0,0,"","59,62",-1,-1,3,1,3,0,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,2.25,25,50,50,25,25,50,50,25,75,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Goodison Park (Liverpool)
1222524000,Sep 27 2008 - 2:00pm,complete,N/A,Stoke City,Chelsea,N/A,N/A,1.50,3.00,1.84,2.32,0,2,2,1,0,1,"","36,76",-1,-1,2,0,1,0,0,2,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.75,75,75,75,75,50,25,100,75,75,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,bet365 Stadium (Stoke-on-Trent- Staffordshire)
1222524000,Sep 27 2008 - 2:00pm,complete,N/A,Newcastle United,Blackburn Rovers,N/A,N/A,1.50,1.50,1.16,0.84,1,2,3,2,0,2,"51","31,42",-1,-1,0,0,4,0,0,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,3.50,75,75,75,50,50,50,75,75,100,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,St. James' Park (Newcastle upon Tyne)
1222524000,Sep 27 2008 - 2:00pm,complete,N/A,Middlesbrough,West Bromwich Albion,N/A,N/A,3.00,0.50,1.26,0.42,0,1,1,0,0,0,"","53",-1,-1,2,0,4,0,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.00,0.00,0.00,0.00,1.75,50,50,50,0,0,0,50,50,50,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Riverside Stadium (Middlesbrough)
